# Title:                 FLOW SERIES
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       
# missing values are indicated by -999.000
#
# file generation date:  2030-07-21
#
# GRDC-No.:              6343100
# River:                 Vanilla
# Station:               WATERCASTEL
# Country:               Dreamland
# Latitude (DD):       95.5543845
# Longitude (DD):      82.453464
# Catchment area (km2):      11983.0
# Altitude (m ASL):        629.51
# Next downstream station:      7777777
# 
# 
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m3/s
# Time series:           1826-11 - 2016-12
# No. of years:          191
# Last update:           2028-11-29
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 69458
# DATA
YYYY-MM-DD;hh:mm; Value
1829-08-09;--:--;456
1829-08-10;--:--;434
1829-08-11;--:--;418
1829-08-12;--:--;472
1829-08-13;--:--;511
1829-08-14;--:--;479
1829-08-15;--:--;511
1829-08-16;--:--;650
1829-08-17;--:--;595
1829-08-18;--:--;466
1829-08-19;--:--;466
1829-08-20;--:--;418
1829-08-21;--:--;449
1829-08-22;--:--;606
1829-08-23;--:--;511
1829-08-24;--:--;466
1829-08-25;--:--;418
1829-08-26;--:--;424
1829-08-27;--:--;440
1829-08-28;--:--;403
1829-08-29;--:--;397
1829-08-30;--:--;397
1829-08-31;--:--;387
1829-09-01;--:--;418
1829-09-02;--:--;418
1829-09-03;--:--;397
1829-09-04;--:--;403
1829-09-05;--:--;372
1829-09-06;--:--;352
1829-09-07;--:--;387
1829-09-08;--:--;403
1829-09-09;--:--;434
1829-09-10;--:--;696
1829-09-11;--:--;606
1829-09-12;--:--;588
1829-09-13;--:--;563
1829-09-14;--:--;495
1829-09-15;--:--;832
1829-09-16;--:--;844
1829-09-17;--:--;613
1829-09-18;--:--;552
1829-09-19;--:--;409
1829-09-20;--:--;595
1829-09-21;--:--;783
1829-09-22;--:--;643
1829-09-23;--:--;588
1829-09-24;--:--;570
1829-09-25;--:--;495
1829-09-26;--:--;434
1829-09-27;--:--;472
1829-09-28;--:--;440
1829-09-29;--:--;418
1829-09-30;--:--;397
1829-10-01;--:--;366
1829-10-02;--:--;332
1829-10-03;--:--;358
1829-10-04;--:--;372
1829-10-05;--:--;479
1829-10-06;--:--;418
1829-10-07;--:--;418
1829-10-08;--:--;409
1829-10-09;--:--;397
1829-10-10;--:--;397
1829-10-11;--:--;372
1829-10-12;--:--;372
1829-10-13;--:--;372
1829-10-14;--:--;366
1829-10-15;--:--;372
1829-10-16;--:--;352
1829-10-17;--:--;319
1829-10-18;--:--;311
1829-10-19;--:--;311
1829-10-20;--:--;306
1829-10-21;--:--;306
1829-10-22;--:--;280
1829-10-23;--:--;275
1829-10-24;--:--;263
1829-10-25;--:--;252
1829-10-26;--:--;252
1829-10-27;--:--;259
1829-10-28;--:--;259
1829-10-29;--:--;252
1829-10-30;--:--;252
1829-10-31;--:--;247
1829-11-01;--:--;240
1829-11-02;--:--;240
1829-11-03;--:--;236
1829-11-04;--:--;247
1829-11-05;--:--;259
1829-11-06;--:--;268
1829-11-07;--:--;288
1829-11-08;--:--;252
1829-11-09;--:--;247
1829-11-10;--:--;247
1829-11-11;--:--;240
1829-11-12;--:--;240
1829-11-13;--:--;403
1829-11-14;--:--;293
1829-11-15;--:--;311
1829-11-16;--:--;332
1829-11-17;--:--;301
1829-11-18;--:--;259
1829-11-19;--:--;225
1829-11-20;--:--;204
1829-11-21;--:--;195
1829-11-22;--:--;195
1829-11-23;--:--;195
1829-11-24;--:--;191
1829-11-25;--:--;185
1829-11-26;--:--;185
1829-11-27;--:--;185
1829-11-28;--:--;185
1829-11-29;--:--;195
1829-11-30;--:--;195
1829-12-01;--:--;200
1829-12-02;--:--;195
1829-12-03;--:--;185
1829-12-04;--:--;185
1829-12-05;--:--;177
1829-12-06;--:--;172
1829-12-07;--:--;168
1829-12-08;--:--;168
1829-12-09;--:--;168
1829-12-10;--:--;159
1829-12-11;--:--;159
1829-12-12;--:--;154
1829-12-13;--:--;154
1829-12-14;--:--;151
1829-12-15;--:--;143
1829-12-16;--:--;143
1829-12-17;--:--;143
1829-12-18;--:--;143
1829-12-19;--:--;143
1829-12-20;--:--;143
1829-12-21;--:--;143
1829-12-22;--:--;140
1829-12-23;--:--;140
1829-12-24;--:--;136
1829-12-25;--:--;136
1829-12-26;--:--;136
1829-12-27;--:--;136
1829-12-28;--:--;133
1829-12-29;--:--;133
1829-12-30;--:--;133
1829-12-31;--:--;133
1830-01-01;--:--;108
1830-01-02;--:--;108
1830-01-03;--:--;108
1830-01-04;--:--;108
1830-01-05;--:--;108
1830-01-06;--:--;108
1830-01-07;--:--;108
1830-01-08;--:--;108
1830-01-09;--:--;108
1830-01-10;--:--;108
1830-01-11;--:--;108
1830-01-12;--:--;108
1830-01-13;--:--;108
1830-01-14;--:--;108
1830-01-15;--:--;108
1830-01-16;--:--;108
1830-01-17;--:--;108
1830-01-18;--:--;108
1830-01-19;--:--;108
1830-01-20;--:--;108
1830-01-21;--:--;108
1830-01-22;--:--;108
1830-01-23;--:--;108
1830-01-24;--:--;108
1830-01-25;--:--;108
1830-01-26;--:--;108
1830-01-27;--:--;108
1830-01-28;--:--;108
1830-01-29;--:--;108
1830-01-30;--:--;108
1830-01-31;--:--;108
1830-02-01;--:--;108
1830-02-02;--:--;108
1830-02-03;--:--;108
1830-02-04;--:--;108
1830-02-05;--:--;108
1830-02-06;--:--;108
1830-02-07;--:--;108
1830-02-08;--:--;108
1830-02-09;--:--;108
1830-02-10;--:--;108
1830-02-11;--:--;108
1830-02-12;--:--;108
1830-02-13;--:--;108
1830-02-14;--:--;108
1830-02-15;--:--;108
1830-02-16;--:--;108
1830-02-17;--:--;108
1830-02-18;--:--;108
1830-02-19;--:--;108
1830-02-20;--:--;108
1830-02-21;--:--;108
1830-02-22;--:--;108
1830-02-23;--:--;108
1830-02-24;--:--;108
1830-02-25;--:--;143
1830-02-26;--:--;488
1830-02-27;--:--;358
1830-02-28;--:--;259
1830-03-01;--:--;440
1830-03-02;--:--;346
1830-03-03;--:--;236
1830-03-04;--:--;191
1830-03-05;--:--;159
1830-03-06;--:--;151
1830-03-07;--:--;143
1830-03-08;--:--;143
1830-03-09;--:--;143
1830-03-10;--:--;140
1830-03-11;--:--;140
1830-03-12;--:--;148
1830-03-13;--:--;211
1830-03-14;--:--;168
1830-03-15;--:--;168
1830-03-16;--:--;159
1830-03-17;--:--;159
1830-03-18;--:--;177
1830-03-19;--:--;195
1830-03-20;--:--;191
1830-03-21;--:--;177
1830-03-22;--:--;168
1830-03-23;--:--;159
1830-03-24;--:--;195
1830-03-25;--:--;215
1830-03-26;--:--;225
1830-03-27;--:--;669
1830-03-28;--:--;403
1830-03-29;--:--;332
1830-03-30;--:--;288
1830-03-31;--:--;268
1830-04-01;--:--;263
1830-04-02;--:--;263
1830-04-03;--:--;259
1830-04-04;--:--;259
1830-04-05;--:--;268
1830-04-06;--:--;268
1830-04-07;--:--;280
1830-04-08;--:--;288
1830-04-09;--:--;301
1830-04-10;--:--;332
1830-04-11;--:--;306
1830-04-12;--:--;252
1830-04-13;--:--;247
1830-04-14;--:--;259
1830-04-15;--:--;259
1830-04-16;--:--;252
1830-04-17;--:--;204
1830-04-18;--:--;288
1830-04-19;--:--;311
1830-04-20;--:--;511
1830-04-21;--:--;479
1830-04-22;--:--;449
1830-04-23;--:--;332
1830-04-24;--:--;488
1830-04-25;--:--;387
1830-04-26;--:--;466
1830-04-27;--:--;505
1830-04-28;--:--;495
1830-04-29;--:--;346
1830-04-30;--:--;346
1830-05-01;--:--;338
1830-05-02;--:--;658
1830-05-03;--:--;658
1830-05-04;--:--;466
1830-05-05;--:--;409
1830-05-06;--:--;397
1830-05-07;--:--;387
1830-05-08;--:--;409
1830-05-09;--:--;449
1830-05-10;--:--;449
1830-05-11;--:--;418
1830-05-12;--:--;358
1830-05-13;--:--;338
1830-05-14;--:--;319
1830-05-15;--:--;346
1830-05-16;--:--;418
1830-05-17;--:--;511
1830-05-18;--:--;528
1830-05-19;--:--;528
1830-05-20;--:--;535
1830-05-21;--:--;535
1830-05-22;--:--;613
1830-05-23;--:--;696
1830-05-24;--:--;715
1830-05-25;--:--;723
1830-05-26;--:--;811
1830-05-27;--:--;811
1830-05-28;--:--;511
1830-05-29;--:--;418
1830-05-30;--:--;372
1830-05-31;--:--;418
1830-06-01;--:--;403
1830-06-02;--:--;403
1830-06-03;--:--;397
1830-06-04;--:--;472
1830-06-05;--:--;440
1830-06-06;--:--;466
1830-06-07;--:--;511
1830-06-08;--:--;669
1830-06-09;--:--;723
1830-06-10;--:--;1000
1830-06-11;--:--;948
1830-06-12;--:--;811
1830-06-13;--:--;624
1830-06-14;--:--;613
1830-06-15;--:--;606
1830-06-16;--:--;535
1830-06-17;--:--;669
1830-06-18;--:--;632
1830-06-19;--:--;570
1830-06-20;--:--;563
1830-06-21;--:--;545
1830-06-22;--:--;528
1830-06-23;--:--;521
1830-06-24;--:--;688
1830-06-25;--:--;613
1830-06-26;--:--;632
1830-06-27;--:--;650
1830-06-28;--:--;669
1830-06-29;--:--;755
1830-06-30;--:--;844
1830-07-01;--:--;874
1830-07-02;--:--;874
1830-07-03;--:--;1000
1830-07-04;--:--;811
1830-07-05;--:--;707
1830-07-06;--:--;643
1830-07-07;--:--;723
1830-07-08;--:--;669
1830-07-09;--:--;696
1830-07-10;--:--;669
1830-07-11;--:--;688
1830-07-12;--:--;669
1830-07-13;--:--;723
1830-07-14;--:--;763
1830-07-15;--:--;715
1830-07-16;--:--;715
1830-07-17;--:--;763
1830-07-18;--:--;993
1830-07-19;--:--;823
1830-07-20;--:--;948
1830-07-21;--:--;948
1830-07-22;--:--;874
1830-07-23;--:--;763
1830-07-24;--:--;735
1830-07-25;--:--;723
1830-07-26;--:--;707
1830-07-27;--:--;613
1830-07-28;--:--;613
1830-07-29;--:--;588
1830-07-30;--:--;595
1830-07-31;--:--;650
1830-08-01;--:--;669
1830-08-02;--:--;715
1830-08-03;--:--;552
1830-08-04;--:--;624
1830-08-05;--:--;696
1830-08-06;--:--;707
1830-08-07;--:--;783
1830-08-08;--:--;823
1830-08-09;--:--;735
1830-08-10;--:--;472
1830-08-11;--:--;570
1830-08-12;--:--;563
1830-08-13;--:--;552
1830-08-14;--:--;552
1830-08-15;--:--;570
1830-08-16;--:--;643
1830-08-17;--:--;688
1830-08-18;--:--;1100
1830-08-19;--:--;874
1830-08-20;--:--;844
1830-08-21;--:--;613
1830-08-22;--:--;472
1830-08-23;--:--;466
1830-08-24;--:--;440
1830-08-25;--:--;418
1830-08-26;--:--;418
1830-08-27;--:--;403
1830-08-28;--:--;434
1830-08-29;--:--;505
1830-08-30;--:--;511
1830-08-31;--:--;528
1830-09-01;--:--;479
1830-09-02;--:--;495
1830-09-03;--:--;466
1830-09-04;--:--;466
1830-09-05;--:--;643
1830-09-06;--:--;563
1830-09-07;--:--;570
1830-09-08;--:--;479
1830-09-09;--:--;440
1830-09-10;--:--;424
1830-09-11;--:--;387
1830-09-12;--:--;449
1830-09-13;--:--;632
1830-09-14;--:--;511
1830-09-15;--:--;440
1830-09-16;--:--;418
1830-09-17;--:--;397
1830-09-18;--:--;332
1830-09-19;--:--;511
1830-09-20;--:--;1020
1830-09-21;--:--;696
1830-09-22;--:--;613
1830-09-23;--:--;783
1830-09-24;--:--;917
1830-09-25;--:--;696
1830-09-26;--:--;677
1830-09-27;--:--;606
1830-09-28;--:--;535
1830-09-29;--:--;511
1830-09-30;--:--;418
1830-10-01;--:--;495
1830-10-02;--:--;479
1830-10-03;--:--;466
1830-10-04;--:--;434
1830-10-05;--:--;418
1830-10-06;--:--;403
1830-10-07;--:--;381
1830-10-08;--:--;381
1830-10-09;--:--;352
1830-10-10;--:--;332
1830-10-11;--:--;332
1830-10-12;--:--;324
1830-10-13;--:--;293
1830-10-14;--:--;280
1830-10-15;--:--;275
1830-10-16;--:--;263
1830-10-17;--:--;259
1830-10-18;--:--;252
1830-10-19;--:--;247
1830-10-20;--:--;240
1830-10-21;--:--;240
1830-10-22;--:--;225
1830-10-23;--:--;221
1830-10-24;--:--;215
1830-10-25;--:--;215
1830-10-26;--:--;211
1830-10-27;--:--;211
1830-10-28;--:--;204
1830-10-29;--:--;211
1830-10-30;--:--;221
1830-10-31;--:--;229
1830-11-01;--:--;229
1830-11-02;--:--;225
1830-11-03;--:--;225
1830-11-04;--:--;211
1830-11-05;--:--;195
1830-11-06;--:--;195
1830-11-07;--:--;185
1830-11-08;--:--;185
1830-11-09;--:--;185
1830-11-10;--:--;185
1830-11-11;--:--;185
1830-11-12;--:--;191
1830-11-13;--:--;195
1830-11-14;--:--;195
1830-11-15;--:--;195
1830-11-16;--:--;211
1830-11-17;--:--;215
1830-11-18;--:--;225
1830-11-19;--:--;211
1830-11-20;--:--;195
1830-11-21;--:--;191
1830-11-22;--:--;191
1830-11-23;--:--;191
1830-11-24;--:--;185
1830-11-25;--:--;185
1830-11-26;--:--;191
1830-11-27;--:--;181
1830-11-28;--:--;163
1830-11-29;--:--;163
1830-11-30;--:--;159
1830-12-01;--:--;159
1830-12-02;--:--;159
1830-12-03;--:--;154
1830-12-04;--:--;154
1830-12-05;--:--;154
1830-12-06;--:--;154
1830-12-07;--:--;151
1830-12-08;--:--;143
1830-12-09;--:--;143
1830-12-10;--:--;143
1830-12-11;--:--;154
1830-12-12;--:--;168
1830-12-13;--:--;159
1830-12-14;--:--;159
1830-12-15;--:--;154
1830-12-16;--:--;148
1830-12-17;--:--;148
1830-12-18;--:--;143
1830-12-19;--:--;143
1830-12-20;--:--;143
1830-12-21;--:--;136
1830-12-22;--:--;129
1830-12-23;--:--;129
1830-12-24;--:--;126
1830-12-25;--:--;126
1830-12-26;--:--;126
1830-12-27;--:--;126
1830-12-28;--:--;126
1830-12-29;--:--;123
1830-12-30;--:--;123
1830-12-31;--:--;123
1831-01-01;--:--;123
1831-01-02;--:--;123
1831-01-03;--:--;123
1831-01-04;--:--;123
1831-01-05;--:--;123
1831-01-06;--:--;120
1831-01-07;--:--;120
1831-01-08;--:--;120
1831-01-09;--:--;120
1831-01-10;--:--;120
1831-01-11;--:--;123
1831-01-12;--:--;123
1831-01-13;--:--;123
1831-01-14;--:--;123
1831-01-15;--:--;123
1831-01-16;--:--;123
1831-01-17;--:--;120
1831-01-18;--:--;120
1831-01-19;--:--;118
1831-01-20;--:--;118
1831-01-21;--:--;118
1831-01-22;--:--;118
1831-01-23;--:--;118
1831-01-24;--:--;118
1831-01-25;--:--;118
1831-01-26;--:--;115
1831-01-27;--:--;115
1831-01-28;--:--;115
1831-01-29;--:--;115
1831-01-30;--:--;112
1831-01-31;--:--;112
1831-02-01;--:--;112
1831-02-02;--:--;112
1831-02-03;--:--;115
1831-02-04;--:--;115
1831-02-05;--:--;118
1831-02-06;--:--;118
1831-02-07;--:--;120
1831-02-08;--:--;123
1831-02-09;--:--;129
1831-02-10;--:--;168
1831-02-11;--:--;159
1831-02-12;--:--;181
1831-02-13;--:--;154
1831-02-14;--:--;154
1831-02-15;--:--;154
1831-02-16;--:--;151
1831-02-17;--:--;151
1831-02-18;--:--;148
1831-02-19;--:--;143
1831-02-20;--:--;143
1831-02-21;--:--;136
1831-02-22;--:--;129
1831-02-23;--:--;123
1831-02-24;--:--;123
1831-02-25;--:--;123
1831-02-26;--:--;123
1831-02-27;--:--;120
1831-02-28;--:--;120
1831-03-01;--:--;133
1831-03-02;--:--;148
1831-03-03;--:--;151
1831-03-04;--:--;240
1831-03-05;--:--;409
1831-03-06;--:--;319
1831-03-07;--:--;259
1831-03-08;--:--;247
1831-03-09;--:--;221
1831-03-10;--:--;215
1831-03-11;--:--;215
1831-03-12;--:--;211
1831-03-13;--:--;204
1831-03-14;--:--;195
1831-03-15;--:--;181
1831-03-16;--:--;288
1831-03-17;--:--;844
1831-03-18;--:--;440
1831-03-19;--:--;332
1831-03-20;--:--;268
1831-03-21;--:--;252
1831-03-22;--:--;229
1831-03-23;--:--;195
1831-03-24;--:--;195
1831-03-25;--:--;195
1831-03-26;--:--;195
1831-03-27;--:--;195
1831-03-28;--:--;195
1831-03-29;--:--;204
1831-03-30;--:--;221
1831-03-31;--:--;225
1831-04-01;--:--;225
1831-04-02;--:--;225
1831-04-03;--:--;215
1831-04-04;--:--;221
1831-04-05;--:--;221
1831-04-06;--:--;225
1831-04-07;--:--;229
1831-04-08;--:--;236
1831-04-09;--:--;247
1831-04-10;--:--;259
1831-04-11;--:--;259
1831-04-12;--:--;268
1831-04-13;--:--;280
1831-04-14;--:--;293
1831-04-15;--:--;306
1831-04-16;--:--;306
1831-04-17;--:--;301
1831-04-18;--:--;293
1831-04-19;--:--;293
1831-04-20;--:--;288
1831-04-21;--:--;240
1831-04-22;--:--;240
1831-04-23;--:--;236
1831-04-24;--:--;236
1831-04-25;--:--;236
1831-04-26;--:--;236
1831-04-27;--:--;236
1831-04-28;--:--;236
1831-04-29;--:--;240
1831-04-30;--:--;195
1831-05-01;--:--;240
1831-05-02;--:--;259
1831-05-03;--:--;293
1831-05-04;--:--;338
1831-05-05;--:--;372
1831-05-06;--:--;563
1831-05-07;--:--;466
1831-05-08;--:--;372
1831-05-09;--:--;358
1831-05-10;--:--;352
1831-05-11;--:--;372
1831-05-12;--:--;440
1831-05-13;--:--;488
1831-05-14;--:--;511
1831-05-15;--:--;488
1831-05-16;--:--;488
1831-05-17;--:--;466
1831-05-18;--:--;397
1831-05-19;--:--;397
1831-05-20;--:--;387
1831-05-21;--:--;387
1831-05-22;--:--;397
1831-05-23;--:--;397
1831-05-24;--:--;403
1831-05-25;--:--;449
1831-05-26;--:--;424
1831-05-27;--:--;424
1831-05-28;--:--;495
1831-05-29;--:--;505
1831-05-30;--:--;466
1831-05-31;--:--;521
1831-06-01;--:--;581
1831-06-02;--:--;811
1831-06-03;--:--;755
1831-06-04;--:--;613
1831-06-05;--:--;505
1831-06-06;--:--;418
1831-06-07;--:--;521
1831-06-08;--:--;511
1831-06-09;--:--;495
1831-06-10;--:--;449
1831-06-11;--:--;449
1831-06-12;--:--;632
1831-06-13;--:--;696
1831-06-14;--:--;723
1831-06-15;--:--;791
1831-06-16;--:--;939
1831-06-17;--:--;948
1831-06-18;--:--;1030
1831-06-19;--:--;1070
1831-06-20;--:--;669
1831-06-21;--:--;696
1831-06-22;--:--;811
1831-06-23;--:--;904
1831-06-24;--:--;904
1831-06-25;--:--;844
1831-06-26;--:--;917
1831-06-27;--:--;823
1831-06-28;--:--;723
1831-06-29;--:--;613
1831-06-30;--:--;613
1831-07-01;--:--;613
1831-07-02;--:--;613
1831-07-03;--:--;570
1831-07-04;--:--;511
1831-07-05;--:--;505
1831-07-06;--:--;505
1831-07-07;--:--;511
1831-07-08;--:--;511
1831-07-09;--:--;581
1831-07-10;--:--;581
1831-07-11;--:--;588
1831-07-12;--:--;588
1831-07-13;--:--;588
1831-07-14;--:--;535
1831-07-15;--:--;643
1831-07-16;--:--;763
1831-07-17;--:--;904
1831-07-18;--:--;948
1831-07-19;--:--;723
1831-07-20;--:--;632
1831-07-21;--:--;632
1831-07-22;--:--;677
1831-07-23;--:--;696
1831-07-24;--:--;811
1831-07-25;--:--;723
1831-07-26;--:--;715
1831-07-27;--:--;803
1831-07-28;--:--;844
1831-07-29;--:--;791
1831-07-30;--:--;803
1831-07-31;--:--;823
1831-08-01;--:--;844
1831-08-02;--:--;811
1831-08-03;--:--;688
1831-08-04;--:--;723
1831-08-05;--:--;696
1831-08-06;--:--;696
1831-08-07;--:--;696
1831-08-08;--:--;791
1831-08-09;--:--;823
1831-08-10;--:--;939
1831-08-11;--:--;1190
1831-08-12;--:--;844
1831-08-13;--:--;723
1831-08-14;--:--;669
1831-08-15;--:--;613
1831-08-16;--:--;613
1831-08-17;--:--;606
1831-08-18;--:--;570
1831-08-19;--:--;511
1831-08-20;--:--;613
1831-08-21;--:--;581
1831-08-22;--:--;606
1831-08-23;--:--;511
1831-08-24;--:--;505
1831-08-25;--:--;495
1831-08-26;--:--;479
1831-08-27;--:--;466
1831-08-28;--:--;466
1831-08-29;--:--;466
1831-08-30;--:--;466
1831-08-31;--:--;650
1831-09-01;--:--;511
1831-09-02;--:--;511
1831-09-03;--:--;613
1831-09-04;--:--;535
1831-09-05;--:--;521
1831-09-06;--:--;479
1831-09-07;--:--;449
1831-09-08;--:--;424
1831-09-09;--:--;418
1831-09-10;--:--;409
1831-09-11;--:--;381
1831-09-12;--:--;381
1831-09-13;--:--;372
1831-09-14;--:--;397
1831-09-15;--:--;418
1831-09-16;--:--;466
1831-09-17;--:--;434
1831-09-18;--:--;403
1831-09-19;--:--;358
1831-09-20;--:--;332
1831-09-21;--:--;319
1831-09-22;--:--;319
1831-09-23;--:--;306
1831-09-24;--:--;301
1831-09-25;--:--;293
1831-09-26;--:--;288
1831-09-27;--:--;288
1831-09-28;--:--;275
1831-09-29;--:--;268
1831-09-30;--:--;263
1831-10-01;--:--;259
1831-10-02;--:--;259
1831-10-03;--:--;247
1831-10-04;--:--;240
1831-10-05;--:--;229
1831-10-06;--:--;221
1831-10-07;--:--;211
1831-10-08;--:--;200
1831-10-09;--:--;195
1831-10-10;--:--;195
1831-10-11;--:--;195
1831-10-12;--:--;195
1831-10-13;--:--;195
1831-10-14;--:--;195
1831-10-15;--:--;195
1831-10-16;--:--;195
1831-10-17;--:--;195
1831-10-18;--:--;191
1831-10-19;--:--;191
1831-10-20;--:--;185
1831-10-21;--:--;185
1831-10-22;--:--;185
1831-10-23;--:--;185
1831-10-24;--:--;181
1831-10-25;--:--;181
1831-10-26;--:--;181
1831-10-27;--:--;177
1831-10-28;--:--;177
1831-10-29;--:--;177
1831-10-30;--:--;172
1831-10-31;--:--;172
1831-11-01;--:--;172
1831-11-02;--:--;168
1831-11-03;--:--;168
1831-11-04;--:--;168
1831-11-05;--:--;168
1831-11-06;--:--;168
1831-11-07;--:--;195
1831-11-08;--:--;259
1831-11-09;--:--;225
1831-11-10;--:--;195
1831-11-11;--:--;195
1831-11-12;--:--;168
1831-11-13;--:--;168
1831-11-14;--:--;163
1831-11-15;--:--;163
1831-11-16;--:--;163
1831-11-17;--:--;159
1831-11-18;--:--;159
1831-11-19;--:--;154
1831-11-20;--:--;172
1831-11-21;--:--;172
1831-11-22;--:--;168
1831-11-23;--:--;168
1831-11-24;--:--;163
1831-11-25;--:--;159
1831-11-26;--:--;159
1831-11-27;--:--;159
1831-11-28;--:--;159
1831-11-29;--:--;154
1831-11-30;--:--;154
1831-12-01;--:--;159
1831-12-02;--:--;195
1831-12-03;--:--;200
1831-12-04;--:--;195
1831-12-05;--:--;185
1831-12-06;--:--;185
1831-12-07;--:--;177
1831-12-08;--:--;172
1831-12-09;--:--;168
1831-12-10;--:--;168
1831-12-11;--:--;168
1831-12-12;--:--;163
1831-12-13;--:--;159
1831-12-14;--:--;154
1831-12-15;--:--;154
1831-12-16;--:--;154
1831-12-17;--:--;151
1831-12-18;--:--;151
1831-12-19;--:--;151
1831-12-20;--:--;151
1831-12-21;--:--;151
1831-12-22;--:--;151
1831-12-23;--:--;151
1831-12-24;--:--;148
1831-12-25;--:--;148
1831-12-26;--:--;148
1831-12-27;--:--;148
1831-12-28;--:--;148
1831-12-29;--:--;148
1831-12-30;--:--;143
1831-12-31;--:--;143
1832-01-01;--:--;151
1832-01-02;--:--;148
1832-01-03;--:--;143
1832-01-04;--:--;143
1832-01-05;--:--;143
1832-01-06;--:--;143
1832-01-07;--:--;143
1832-01-08;--:--;143
1832-01-09;--:--;143
1832-01-10;--:--;143
1832-01-11;--:--;236
1832-01-12;--:--;195
1832-01-13;--:--;211
1832-01-14;--:--;172
1832-01-15;--:--;151
1832-01-16;--:--;148
1832-01-17;--:--;143
1832-01-18;--:--;140
1832-01-19;--:--;136
1832-01-20;--:--;133
1832-01-21;--:--;133
1832-01-22;--:--;129
1832-01-23;--:--;126
1832-01-24;--:--;126
1832-01-25;--:--;123
1832-01-26;--:--;123
1832-01-27;--:--;123
1832-01-28;--:--;123
1832-01-29;--:--;123
1832-01-30;--:--;120
1832-01-31;--:--;120
1832-02-01;--:--;120
1832-02-02;--:--;115
1832-02-03;--:--;115
1832-02-04;--:--;112
1832-02-05;--:--;120
1832-02-06;--:--;136
1832-02-07;--:--;136
1832-02-08;--:--;133
1832-02-09;--:--;136
1832-02-10;--:--;140
1832-02-11;--:--;133
1832-02-12;--:--;129
1832-02-13;--:--;126
1832-02-14;--:--;123
1832-02-15;--:--;120
1832-02-16;--:--;120
1832-02-17;--:--;118
1832-02-18;--:--;118
1832-02-19;--:--;115
1832-02-20;--:--;115
1832-02-21;--:--;112
1832-02-22;--:--;112
1832-02-23;--:--;112
1832-02-24;--:--;112
1832-02-25;--:--;112
1832-02-26;--:--;110
1832-02-27;--:--;110
1832-02-28;--:--;110
1832-02-29;--:--;110
1832-03-01;--:--;110
1832-03-02;--:--;110
1832-03-03;--:--;110
1832-03-04;--:--;110
1832-03-05;--:--;110
1832-03-06;--:--;110
1832-03-07;--:--;110
1832-03-08;--:--;110
1832-03-09;--:--;110
1832-03-10;--:--;110
1832-03-11;--:--;110
1832-03-12;--:--;110
1832-03-13;--:--;110
1832-03-14;--:--;110
1832-03-15;--:--;110
1832-03-16;--:--;110
1832-03-17;--:--;110
1832-03-18;--:--;110
1832-03-19;--:--;110
1832-03-20;--:--;110
1832-03-21;--:--;110
1832-03-22;--:--;110
1832-03-23;--:--;112
1832-03-24;--:--;118
1832-03-25;--:--;120
1832-03-26;--:--;118
1832-03-27;--:--;115
1832-03-28;--:--;115
1832-03-29;--:--;112
1832-03-30;--:--;112
1832-03-31;--:--;129
1832-04-01;--:--;159
1832-04-02;--:--;143
1832-04-03;--:--;136
1832-04-04;--:--;143
1832-04-05;--:--;148
1832-04-06;--:--;148
1832-04-07;--:--;148
1832-04-08;--:--;148
1832-04-09;--:--;143
1832-04-10;--:--;140
1832-04-11;--:--;133
1832-04-12;--:--;126
1832-04-13;--:--;123
1832-04-14;--:--;120
1832-04-15;--:--;120
1832-04-16;--:--;120
1832-04-17;--:--;123
1832-04-18;--:--;123
1832-04-19;--:--;123
1832-04-20;--:--;129
1832-04-21;--:--;129
1832-04-22;--:--;129
1832-04-23;--:--;126
1832-04-24;--:--;126
1832-04-25;--:--;123
1832-04-26;--:--;123
1832-04-27;--:--;126
1832-04-28;--:--;140
1832-04-29;--:--;136
1832-04-30;--:--;129
1832-05-01;--:--;129
1832-05-02;--:--;136
1832-05-03;--:--;143
1832-05-04;--:--;148
1832-05-05;--:--;148
1832-05-06;--:--;163
1832-05-07;--:--;154
1832-05-08;--:--;159
1832-05-09;--:--;191
1832-05-10;--:--;204
1832-05-11;--:--;301
1832-05-12;--:--;240
1832-05-13;--:--;204
1832-05-14;--:--;200
1832-05-15;--:--;195
1832-05-16;--:--;181
1832-05-17;--:--;172
1832-05-18;--:--;172
1832-05-19;--:--;168
1832-05-20;--:--;163
1832-05-21;--:--;168
1832-05-22;--:--;172
1832-05-23;--:--;185
1832-05-24;--:--;200
1832-05-25;--:--;211
1832-05-26;--:--;200
1832-05-27;--:--;247
1832-05-28;--:--;236
1832-05-29;--:--;229
1832-05-30;--:--;240
1832-05-31;--:--;252
1832-06-01;--:--;263
1832-06-02;--:--;311
1832-06-03;--:--;324
1832-06-04;--:--;319
1832-06-05;--:--;311
1832-06-06;--:--;324
1832-06-07;--:--;301
1832-06-08;--:--;311
1832-06-09;--:--;352
1832-06-10;--:--;397
1832-06-11;--:--;505
1832-06-12;--:--;366
1832-06-13;--:--;472
1832-06-14;--:--;466
1832-06-15;--:--;624
1832-06-16;--:--;488
1832-06-17;--:--;466
1832-06-18;--:--;479
